adsh	tag	version	ddate	qtrs	uom	dimh	iprx	value	footnote	footlen	dimn	coreg	durp	datp	dcml
0001065280-19-000043	MarketingExpense	us-gaap/2018	20180630	1	USD	0x56a7fb8b72052db31bcf5cf7addccd4f	0	526780000.0000		0	1		0.013698995	0.0	-3
0001065280-19-000043	MarketingExpense	us-gaap/2018	20180630	1	USD	0xeaa776dcd8707f911df9d188f11f1580	0	227961000.0000		0	2		0.013698995	0.0	-3
0001065280-19-000043	MarketingExpense	us-gaap/2018	20180630	1	USD	0x520e2e24da1256b0e2b0f2412149357e	0	298819000.0000		0	2		0.013698995	0.0	-3
0001065280-19-000043	MarketingExpense	us-gaap/2018	20180630	1	USD	0xf65a2df63990e798dd6a16d5918d756a	0	251298000.0000		0	1		0.013698995	0.0	-3
0001065280-19-000043	MarketingExpense	us-gaap/2018	20180630	1	USD	0x5131082f461ff6e9ce08f9e48d461fd5	0	340709000.0000		0	1		0.013698995	0.0	-3
0001065280-19-000043	MarketingExpense	us-gaap/2018	20180930	1	USD	0x00000000	0	510330000.0000		0	0		0.0027400255	0.0	-3
0001065280-19-000043	MarketingExpense	us-gaap/2018	20180930	1	USD	0xf1def3b239d0ec69ab25bdbbb0596c86	0	75061000.0000		0	1		0.0027400255	0.0	-3
0001065280-19-000043	MarketingExpense	us-gaap/2018	20180930	1	USD	0x760177fdc451ea995e67fddd0f492825	0	27074000.0000		0	2		0.0027400255	0.0	-3
0001065280-19-000043	MarketingExpense	us-gaap/2018	20180930	1	USD	0xf21a348e9871a5e420a81b7583425ec4	0	47987000.0000		0	2		0.0027400255	0.0	-3
0001065280-19-000043	MarketingExpense	us-gaap/2018	20180930	1	USD	0x56a7fb8b72052db31bcf5cf7addccd4f	0	435269000.0000		0	1		0.0027400255	0.0	-3
0001065280-19-000043	MarketingExpense	us-gaap/2018	20180930	1	USD	0xeaa776dcd8707f911df9d188f11f1580	0	183521000.0000		0	2		0.0027400255	0.0	-3
0001065280-19-000043	MarketingExpense	us-gaap/2018	20180930	1	USD	0x520e2e24da1256b0e2b0f2412149357e	0	251748000.0000		0	2		0.0027400255	0.0	-3
0001065280-19-000043	MarketingExpense	us-gaap/2018	20180930	1	USD	0xf65a2df63990e798dd6a16d5918d756a	0	210595000.0000		0	1		0.0027400255	0.0	-3
0001065280-19-000043	MarketingExpense	us-gaap/2018	20180930	1	USD	0x5131082f461ff6e9ce08f9e48d461fd5	0	299735000.0000		0	1		0.0027400255	0.0	-3
0001065280-19-000043	MarketingExpense	us-gaap/2018	20181231	4	USD	0x00000000	0	2369469000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	MarketingExpense	us-gaap/2018	20181231	4	USD	0x9b2e4847a783f42616c1138d6385c869	0	0.0000		0	1		0.01095891	0.0	-3
0001065280-19-000043	MarketingExpense	us-gaap/2018	20181231	4	USD	0xf65a2df63990e798dd6a16d5918d756a	0	1025351000.0000		0	1		0.01095891	0.0	-3
0001065280-19-000043	MarketingExpense	us-gaap/2018	20181231	4	USD	0x5131082f461ff6e9ce08f9e48d461fd5	0	1344118000.0000		0	1		0.01095891	0.0	-3
0001065280-19-000043	MoneyMarketFundsAtCarryingValue	us-gaap/2018	20171231	0	USD	0x1c4337c8286a8c1a8bd593a1bc18e7a2	0	449734000.0000		0	3		0.0	0.0	-3
0001065280-19-000043	MoneyMarketFundsAtCarryingValue	us-gaap/2018	20181231	0	USD	0x1c4337c8286a8c1a8bd593a1bc18e7a2	0	1221798000.0000		0	3		0.0	0.0	-3
0001065280-19-000043	NonoperatingIncomeExpense	us-gaap/2018	20161231	4	USD	0x00000000	0	30828000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	NonoperatingIncomeExpense	us-gaap/2018	20171231	4	USD	0x00000000	0	-115154000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	NonoperatingIncomeExpense	us-gaap/2018	20181231	4	USD	0x00000000	0	41725000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	PreferredStockParOrStatedValuePerShare	us-gaap/2018	20171231	0	USD	0x00000000	0	0.0010		0	0		0.0	0.0	32767
0001065280-19-000043	PreferredStockParOrStatedValuePerShare	us-gaap/2018	20181231	0	USD	0x00000000	0	0.0010		0	0		0.0	0.0	32767
0001065280-19-000043	PreferredStockValue	us-gaap/2018	20171231	0	USD	0x00000000	0	0.0000		0	0		0.0	0.0	-3
0001065280-19-000043	PreferredStockValue	us-gaap/2018	20181231	0	USD	0x00000000	0	0.0000		0	0		0.0	0.0	-3
0001065280-19-000043	ProceedsFromConvertibleDebt	us-gaap/2018	20181231	4	USD	0xb79606788507369c0e120d24adefdbdd	0	1262000000.0000		0	2		0.01095891	0.0	-6
0001065280-19-000043	ProceedsFromConvertibleDebt	us-gaap/2018	20181231	4	USD	0x4aeca6b0d1416a3a8234b470b35297bc	0	1421000000.0000		0	2		0.01095891	0.0	-6
0001065280-19-000043	PurchaseObligationDueInNextTwelveMonths	us-gaap/2018	20171231	0	USD	0x00000000	0	7446947000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	PurchaseObligationDueInNextTwelveMonths	us-gaap/2018	20181231	0	USD	0x00000000	0	8611398000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax	us-gaap/2018	20171231	4	USD	0x00000000	0	129000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax	us-gaap/2018	20171231	4	USD	0x444052a471a5570b5440343ac5b604b2	0	129000.0000		0	1		0.01095891	0.0	-3
0001065280-19-000043	ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax	us-gaap/2018	20171231	4	USD	0xdd10770de2537b8b0dae431b0e6bb889	0	0.0000		0	1		0.01095891	0.0	-3
0001065280-19-000043	ShareBasedCompensation	us-gaap/2018	20161231	4	USD	0x00000000	0	173675000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	ShareBasedCompensation	us-gaap/2018	20171231	4	USD	0x00000000	0	182209000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	ShareBasedCompensation	us-gaap/2018	20181231	4	USD	0x00000000	0	320657000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod	us-gaap/2018	20161231	4	shares	0x00000000	0	3555363.0000		0	0		0.0	0.0	32767
0001065280-19-000043	ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod	us-gaap/2018	20171231	4	shares	0x00000000	0	2550038.0000		0	0		0.01095891	0.0	32767
0001065280-19-000043	ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod	us-gaap/2018	20181231	4	shares	0x00000000	0	2039974.0000		0	0		0.01095891	0.0	32767
0001065280-19-000043	ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice	us-gaap/2018	20151231	0	USD	0x00000000	0	32.3900		0	0		0.0	0.0	2
0001065280-19-000043	ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice	us-gaap/2018	20161231	0	USD	0x00000000	0	44.8300		0	0		0.0	0.0	2
0001065280-19-000043	ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice	us-gaap/2018	20171231	0	USD	0x00000000	0	61.1300		0	0		0.0	0.0	2
0001065280-19-000043	ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice	us-gaap/2018	20181231	0	USD	0x00000000	0	89.6100		0	0		0.0	0.0	2
0001065280-19-000043	TaxAdjustmentsSettlementsAndUnusualProvisions	us-gaap/2018	20180930	1	USD	0x00000000	0	-7000000.0000		0	0		0.0027400255	0.0	-6
0001065280-19-000043	UnrecognizedTaxBenefits	us-gaap/2018	20161231	0	USD	0x00000000	0	19739000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	UnrecognizedTaxBenefits	us-gaap/2018	20171231	0	USD	0x00000000	0	42902000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	UnrecognizedTaxBenefits	us-gaap/2018	20181231	0	USD	0x00000000	0	47534000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	UnrecognizedTaxBenefits	us-gaap/2018	20181231	0	USD	0x00000000	1	48000000.0000		0	0		0.0	0.0	-6
0001065280-19-000043	UnrecordedUnconditionalPurchaseObligationBalanceSheetAmount	us-gaap/2018	20171231	0	USD	0x00000000	0	10200000000.0000		0	0		0.0	0.0	-8
0001065280-19-000043	UnrecordedUnconditionalPurchaseObligationBalanceSheetAmount	us-gaap/2018	20181231	0	USD	0x00000000	0	10800000000.0000		0	0		0.0	0.0	-8
0001065280-19-000043	ChangeinInvestingActivitiesIncludedInLiabilities	0001065280-19-000043	20161231	4	USD	0x00000000	0	27504000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	ChangeinInvestingActivitiesIncludedInLiabilities	0001065280-19-000043	20171231	4	USD	0x00000000	0	-32643000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	ChangeinInvestingActivitiesIncludedInLiabilities	0001065280-19-000043	20181231	4	USD	0x00000000	0	2560000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	ContentAssetsNet	0001065280-19-000043	20171231	0	USD	0x00000000	0	14681989000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	ContentAssetsNet	0001065280-19-000043	20171231	0	USD	0xa14d1fc29639e53895c6cd9641e050ef	0	13301000.0000		0	1		0.0	0.0	-3
0001065280-19-000043	ContentAssetsNet	0001065280-19-000043	20171231	0	USD	0x663660a4df909e4fee1934025bef9fa6	0	2896910000.0000		0	1		0.0	0.0	-3
0001065280-19-000043	ContentAssetsNet	0001065280-19-000043	20181231	0	USD	0x00000000	0	20112140000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	ContentAssetsNet	0001065280-19-000043	20181231	0	USD	0xa14d1fc29639e53895c6cd9641e050ef	0	9813000.0000		0	1		0.0	0.0	-3
0001065280-19-000043	ContentAssetsNet	0001065280-19-000043	20181231	0	USD	0x663660a4df909e4fee1934025bef9fa6	0	6020864000.0000		0	1		0.0	0.0	-3
0001065280-19-000043	EntityPublicFloat	dei/2018	20180630	0	USD	0x00000000	0	148681810838.0000		0	0		0.0	0.0	0
0001065280-19-000043	EntityCommonStockSharesOutstanding	dei/2018	20181231	0	shares	0x00000000	0	436598597.0000		0	0		0.0	0.0	32767
0001065280-19-000043	EffectiveIncomeTaxRateReconciliationTaxCutsAndJobsActOf2017TransitionTaxOnAccumulatedForeignEarningsAmount	0001065280-19-000043	20161231	4	USD	0x00000000	0	0.0000		0	0		0.0	0.0	-3
0001065280-19-000043	EffectiveIncomeTaxRateReconciliationTaxCutsAndJobsActOf2017TransitionTaxOnAccumulatedForeignEarningsAmount	0001065280-19-000043	20171231	4	USD	0x00000000	0	0.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	EffectiveIncomeTaxRateReconciliationTaxCutsAndJobsActOf2017TransitionTaxOnAccumulatedForeignEarningsAmount	0001065280-19-000043	20181231	4	USD	0x00000000	0	43099000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	FiniteLivedIntangibleAssetsAmortizationinPeriodTrancheOnePercent	0001065280-19-000043	20181231	4	pure	0x663660a4df909e4fee1934025bef9fa6	0	0.3300		0	1		0.01095891	0.0	2
0001065280-19-000043	SharebasedCompensationArrangementbySharebasedPaymentAwardFairValueAssumptionsSuboptimalExerciseFactorMinimum	0001065280-19-000043	20161231	4	pure	0x00000000	0	2.4800		0	0		0.0	0.0	2
0001065280-19-000043	SharebasedCompensationArrangementbySharebasedPaymentAwardFairValueAssumptionsSuboptimalExerciseFactorMinimum	0001065280-19-000043	20171231	4	pure	0x00000000	0	2.4800		0	0		0.01095891	0.0	2
0001065280-19-000043	SharebasedCompensationArrangementbySharebasedPaymentAwardFairValueAssumptionsSuboptimalExerciseFactorMinimum	0001065280-19-000043	20181231	4	pure	0x00000000	0	2.8000		0	0		0.01095891	0.0	2
0001065280-19-000043	AccountsPayableCurrent	us-gaap/2018	20171231	0	USD	0x00000000	0	359555000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	AccountsPayableCurrent	us-gaap/2018	20181231	0	USD	0x00000000	0	562985000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	CommonStockValue	us-gaap/2018	20171231	0	USD	0x00000000	0	1871396000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	CommonStockValue	us-gaap/2018	20181231	0	USD	0x00000000	0	2315988000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	CurrentForeignTaxExpenseBenefit	us-gaap/2018	20161231	4	USD	0x00000000	0	60571000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	CurrentForeignTaxExpenseBenefit	us-gaap/2018	20171231	4	USD	0x00000000	0	88436000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	CurrentForeignTaxExpenseBenefit	us-gaap/2018	20181231	4	USD	0x00000000	0	133146000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	DebtInstrumentInterestRateStatedPercentage	us-gaap/2018	20181231	0	pure	0xf37bd55b37c34c809611046f7f98f2c0	0	0.0588		0	2		0.0	0.0	32767
0001065280-19-000043	DebtInstrumentInterestRateStatedPercentage	us-gaap/2018	20181231	0	pure	0x88a07f962a18ce9b610601aa0d9eac3d	0	0.0588		0	2		0.0	0.0	32767
0001065280-19-000043	DebtInstrumentInterestRateStatedPercentage	us-gaap/2018	20181231	0	pure	0x2c48aa5ac9bcce61188452457708de58	0	0.0550		0	2		0.0	0.0	32767
0001065280-19-000043	DebtInstrumentInterestRateStatedPercentage	us-gaap/2018	20181231	0	pure	0x38c5e3c37e14e294c96d3868bf3966a8	0	0.0575		0	2		0.0	0.0	32767
0001065280-19-000043	DebtInstrumentInterestRateStatedPercentage	us-gaap/2018	20181231	0	pure	0x735b765facde6ca15a9faf6275494be2	0	0.0538		0	2		0.0	0.0	32767
0001065280-19-000043	DebtInstrumentInterestRateStatedPercentage	us-gaap/2018	20181231	0	pure	0x54ee41bc03a23fc41a13357dbe5ae679	0	0.0488		0	2		0.0	0.0	32767
0001065280-19-000043	DebtInstrumentInterestRateStatedPercentage	us-gaap/2018	20181231	0	pure	0xb79606788507369c0e120d24adefdbdd	0	0.0463		0	2		0.0	0.0	32767
0001065280-19-000043	DebtInstrumentInterestRateStatedPercentage	us-gaap/2018	20181231	0	pure	0x289711aded84f4d707ba93697d61bcaa	0	0.0438		0	2		0.0	0.0	32767
0001065280-19-000043	DebtInstrumentInterestRateStatedPercentage	us-gaap/2018	20181231	0	pure	0x92c4f20bcd2ae9aad4e3b82dd56306d9	0	0.0638		0	2		0.0	0.0	32767
0001065280-19-000043	DebtInstrumentInterestRateStatedPercentage	us-gaap/2018	20181231	0	pure	0x4aeca6b0d1416a3a8234b470b35297bc	0	0.0363		0	2		0.0	0.0	32767
0001065280-19-000043	DeferredFederalIncomeTaxExpenseBenefit	us-gaap/2018	20161231	4	USD	0x00000000	0	-24383000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	DeferredFederalIncomeTaxExpenseBenefit	us-gaap/2018	20171231	4	USD	0x00000000	0	-153963000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	DeferredFederalIncomeTaxExpenseBenefit	us-gaap/2018	20181231	4	USD	0x00000000	0	-37396000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	DeferredTaxAssetsTaxCreditCarryforwardsResearch	us-gaap/2018	20171231	0	USD	0x00000000	0	260686000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	DeferredTaxAssetsTaxCreditCarryforwardsResearch	us-gaap/2018	20181231	0	USD	0x00000000	0	369023000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	EffectOfExchangeRateOnCashAndCashEquivalents	us-gaap/2018	20161231	4	USD	0x00000000	0	-9165000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	EffectOfExchangeRateOnCashAndCashEquivalents	us-gaap/2018	20171231	4	USD	0x00000000	0	29848000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	EffectOfExchangeRateOnCashAndCashEquivalents	us-gaap/2018	20181231	4	USD	0x00000000	0	-39682000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense	us-gaap/2018	20161231	4	USD	0x00000000	0	65173000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense	us-gaap/2018	20171231	4	USD	0x00000000	0	61842000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense	us-gaap/2018	20181231	4	USD	0x00000000	0	67575000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20160331	1	USD	0x00000000	0	71627000.0000		0	0		0.013698995	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20160331	1	USD	0xf1def3b239d0ec69ab25bdbbb0596c86	0	-55598000.0000		0	1		0.013698995	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20160331	1	USD	0x56a7fb8b72052db31bcf5cf7addccd4f	0	127225000.0000		0	1		0.013698995	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20160630	1	USD	0x00000000	0	78643000.0000		0	0		0.013698995	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20160630	1	USD	0xf1def3b239d0ec69ab25bdbbb0596c86	0	-59764000.0000		0	1		0.013698995	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20160630	1	USD	0x56a7fb8b72052db31bcf5cf7addccd4f	0	138407000.0000		0	1		0.013698995	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20160930	1	USD	0x00000000	0	81861000.0000		0	0		0.0027400255	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20160930	1	USD	0xf1def3b239d0ec69ab25bdbbb0596c86	0	-71305000.0000		0	1		0.0027400255	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20160930	1	USD	0x56a7fb8b72052db31bcf5cf7addccd4f	0	153166000.0000		0	1		0.0027400255	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20161231	1	USD	0x00000000	0	83532000.0000		0	0		0.0027400255	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20161231	1	USD	0xf1def3b239d0ec69ab25bdbbb0596c86	0	-75469000.0000		0	1		0.0027400255	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20161231	1	USD	0x56a7fb8b72052db31bcf5cf7addccd4f	0	159001000.0000		0	1		0.0027400255	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20161231	4	USD	0x00000000	0	315663000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20161231	4	USD	0xf1def3b239d0ec69ab25bdbbb0596c86	0	-262136000.0000		0	1		0.0	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20161231	4	USD	0x56a7fb8b72052db31bcf5cf7addccd4f	0	577799000.0000		0	1		0.0	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20170331	1	USD	0x00000000	0	98943000.0000		0	0		0.024658024	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20170331	1	USD	0xf1def3b239d0ec69ab25bdbbb0596c86	0	-95348000.0000		0	1		0.024658024	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20170331	1	USD	0x56a7fb8b72052db31bcf5cf7addccd4f	0	194291000.0000		0	1		0.024658024	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20170630	1	USD	0x00000000	0	112317000.0000		0	0		0.013698995	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20170630	1	USD	0xf1def3b239d0ec69ab25bdbbb0596c86	0	-101626000.0000		0	1		0.013698995	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20170630	1	USD	0x56a7fb8b72052db31bcf5cf7addccd4f	0	213943000.0000		0	1		0.013698995	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20170930	1	USD	0x00000000	0	107324000.0000		0	0		0.0027400255	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20170930	1	USD	0xf1def3b239d0ec69ab25bdbbb0596c86	0	-108202000.0000		0	1		0.0027400255	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20170930	1	USD	0x56a7fb8b72052db31bcf5cf7addccd4f	0	215526000.0000		0	1		0.0027400255	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20171231	1	USD	0x00000000	0	112459000.0000		0	0		0.0027400255	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20171231	1	USD	0xf1def3b239d0ec69ab25bdbbb0596c86	0	-127349000.0000		0	1		0.0027400255	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20171231	1	USD	0x56a7fb8b72052db31bcf5cf7addccd4f	0	239808000.0000		0	1		0.0027400255	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20171231	4	USD	0x00000000	0	431043000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20171231	4	USD	0xf1def3b239d0ec69ab25bdbbb0596c86	0	-432525000.0000		0	1		0.01095891	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20171231	4	USD	0x56a7fb8b72052db31bcf5cf7addccd4f	0	863568000.0000		0	1		0.01095891	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20180331	1	USD	0x00000000	0	134612000.0000		0	0		0.024658024	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20180331	1	USD	0xf1def3b239d0ec69ab25bdbbb0596c86	0	-143639000.0000		0	1		0.024658024	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20180331	1	USD	0x56a7fb8b72052db31bcf5cf7addccd4f	0	278251000.0000		0	1		0.024658024	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20180630	1	USD	0x00000000	0	151524000.0000		0	0		0.013698995	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20180630	1	USD	0xf1def3b239d0ec69ab25bdbbb0596c86	0	-159673000.0000		0	1		0.013698995	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20180630	1	USD	0x56a7fb8b72052db31bcf5cf7addccd4f	0	311197000.0000		0	1		0.013698995	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20180930	1	USD	0x00000000	0	168628000.0000		0	0		0.0027400255	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20180930	1	USD	0xf1def3b239d0ec69ab25bdbbb0596c86	0	-175437000.0000		0	1		0.0027400255	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20180930	1	USD	0x56a7fb8b72052db31bcf5cf7addccd4f	0	344065000.0000		0	1		0.0027400255	0.0	-3
0001065280-19-000043	GeneralAndAdministrativeExpense	us-gaap/2018	20181231	4	USD	0x00000000	0	630294000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	GrossProfit	us-gaap/2018	20170331	1	USD	0x00000000	0	895904000.0000		0	0		0.024658024	0.0	-3
0001065280-19-000043	GrossProfit	us-gaap/2018	20170630	1	USD	0x00000000	0	793768000.0000		0	0		0.013698995	0.0	-3
0001065280-19-000043	GrossProfit	us-gaap/2018	20170930	1	USD	0x00000000	0	898620000.0000		0	0		0.0027400255	0.0	-3
0001065280-19-000043	GrossProfit	us-gaap/2018	20171231	1	USD	0x00000000	0	1071421000.0000		0	0		0.0027400255	0.0	-3
0001065280-19-000043	GrossProfit	us-gaap/2018	20180331	1	USD	0x00000000	0	1400277000.0000		0	0		0.024658024	0.0	-3
0001065280-19-000043	GrossProfit	us-gaap/2018	20180630	1	USD	0x00000000	0	1504839000.0000		0	0		0.013698995	0.0	-3
0001065280-19-000043	GrossProfit	us-gaap/2018	20180930	1	USD	0x00000000	0	1468246000.0000		0	0		0.0027400255	0.0	-3
0001065280-19-000043	GrossProfit	us-gaap/2018	20181231	1	USD	0x00000000	0	1453441000.0000		0	0		0.0027400255	0.0	-3
0001065280-19-000043	IncomeTaxExpenseBenefit	us-gaap/2018	20161231	4	USD	0x00000000	0	73829000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	IncomeTaxExpenseBenefit	us-gaap/2018	20171231	4	USD	0x00000000	0	-73608000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	IncomeTaxExpenseBenefit	us-gaap/2018	20181231	4	USD	0x00000000	0	15216000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	LiabilitiesCurrent	us-gaap/2018	20171231	0	USD	0x00000000	0	5466312000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	LiabilitiesCurrent	us-gaap/2018	20181231	0	USD	0x00000000	0	6487320000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	NetCashProvidedByUsedInInvestingActivities	us-gaap/2018	20161231	4	USD	0x00000000	0	49765000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	NetCashProvidedByUsedInInvestingActivities	us-gaap/2018	20171231	4	USD	0x00000000	0	34329000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	NetCashProvidedByUsedInInvestingActivities	us-gaap/2018	20181231	4	USD	0x00000000	0	-339120000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	OtherAssetsNoncurrent	us-gaap/2018	20171231	0	USD	0x00000000	0	652309000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	OtherAssetsNoncurrent	us-gaap/2018	20181231	0	USD	0x00000000	0	901030000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	OtherComprehensiveIncomeAvailableforsaleSecuritiesTaxPortionAttributableToParent	us-gaap/2018	20161231	4	USD	0x00000000	0	126000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	OtherComprehensiveIncomeAvailableforsaleSecuritiesTaxPortionAttributableToParent	us-gaap/2018	20171231	4	USD	0x00000000	0	378000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	OtherComprehensiveIncomeAvailableforsaleSecuritiesTaxPortionAttributableToParent	us-gaap/2018	20181231	4	USD	0x00000000	0	0.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMaximum	us-gaap/2018	20161231	4	pure	0x00000000	0	0.0204		0	0		0.0	0.0	4
0001065280-19-000043	ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMaximum	us-gaap/2018	20171231	4	pure	0x00000000	0	0.0245		0	0		0.01095891	0.0	4
